"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img","Input.adj1","Input.adj2","Input.adj1not","Input.adj2not","Input.feature1","Input.feature2","Input.num_objs1","Input.num_objs2","Input.position","Input.obj1shape","Input.obj1color","Input.obj1pattern","Input.obj2shape","Input.obj2color","Input.obj2pattern","Input.obj3shape","Input.obj3color","Input.obj3pattern","Answer.adj1val","Answer.adj2val","Answer.answer1","Answer.answer2","Approve","Reject"
"2IBHV8ER9Y8T6DOMVXD5QFHSWZL4RI","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:38 GMT 2011","1","","600","604800","Thu Oct 13 23:47:38 GMT 2011","1356","","2W33Q39Z0B6UCHCT0JMSZVRMHASLWJ","A10ZOUOZZ3EOAJ","Approved","Mon Oct 03 23:49:14 GMT 2011","Mon Oct 03 23:50:24 GMT 2011","Mon Oct 10 23:50:24 GMT 2011","2011/10/10 23:55:01 +0000","","","70","100% (2/2)","100% (2/2)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0005.jpg","blue","circle","green","square","color","shape","2","1","3","square","green","solid","square","blue","solid","circle","blue","solid","25","75","2","1"
"2MCFJ51Y7QEOI84QO63SZMOFR2BBEH","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","719","","24426DG67D1XMO6FG53OQ2JG3YU8FW","A1SNZITLRVNVTA","Approved","Sat Oct 08 03:50:22 GMT 2011","Sat Oct 08 03:54:58 GMT 2011","Sat Oct 15 03:54:58 GMT 2011","2011/10/15 03:55:00 +0000","","","276","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0007.jpg","striped","circle","dotted","square","pattern","shape","3","3","1","circle","red","striped","circle","red","striped","circle","red","striped","50","50","3","3"
"2NKNJQ2172Z9SJN67PCC1EBUVEHQYN","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:38 GMT 2011","1","","600","604800","Sun Oct 23 23:47:38 GMT 2011","840","","27CNQY2RCJK6MS1EZMI0QUICSEVT4T","A309JXAEEQHGAZ","Approved","Thu Oct 06 21:09:23 GMT 2011","Thu Oct 06 21:10:18 GMT 2011","Thu Oct 13 21:10:18 GMT 2011","2011/10/13 21:15:14 +0000","","","55","100% (2/2)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0006.jpg","blue","circle","green","square","color","shape","2","1","2","square","green","solid","circle","blue","solid","square","blue","solid","30","70","2","1"
"26L6XBAT2D5N9RT5B8H0PG5TSXM51S","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","1111","","298KPEIB9BAW4LSXLVWV3UD5NNTX03","A9X4G4WPJ27D6","Approved","Wed Oct 05 03:53:39 GMT 2011","Wed Oct 05 03:55:16 GMT 2011","Wed Oct 12 03:55:16 GMT 2011","2011/10/12 04:00:10 +0000","","","97","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0008.jpg","blue","square","green","circle","color","shape","3","3","3","square","blue","solid","square","blue","solid","square","blue","solid","50","50","3","3"
"2LTLYHVI44OSLDRU4IEE5SBAJG9X3L","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:38 GMT 2011","1","","600","604800","Sun Oct 23 23:47:38 GMT 2011","1143","","28XCOW0LGRZ3R5XFHHXVTUZYEKGZ80","A13FIY4Y8JXF6A","Approved","Wed Oct 05 02:15:57 GMT 2011","Wed Oct 05 02:17:39 GMT 2011","Wed Oct 12 02:17:39 GMT 2011","2011/10/12 02:20:06 +0000","","","102","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0007.jpg","square","dotted","circle","striped","shape","pattern","2","1","3","circle","red","striped","square","red","striped","square","red","dotted","25","75","3","1"
"26ZIT3HVWAVK1Z8NFVT1D2Z931FMEH","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","923","","20SONNVRH1KH72KGNGY6TV9NMW0XOX","A39B5JF95I0B3L","Approved","Thu Oct 06 04:37:42 GMT 2011","Thu Oct 06 04:40:27 GMT 2011","Thu Oct 13 04:40:27 GMT 2011","2011/10/13 04:47:19 +0000","","","165","100% (4/4)","100% (3/3)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0009.jpg","square","dotted","circle","striped","shape","pattern","3","3","3","square","red","dotted","square","red","dotted","square","red","dotted","0","100","4","4"
"23QJIA0RYNJ9LGPKI5WBSJTUB9V27L","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:38 GMT 2011","1","","600","604800","Sun Oct 23 23:47:38 GMT 2011","1318","","2PD42J1LY58BQVDMWN7FQHD37OHQ5C","A33IR0ZKYVKKE3","Approved","Tue Oct 04 14:50:28 GMT 2011","Tue Oct 04 14:52:24 GMT 2011","Tue Oct 11 14:52:24 GMT 2011","2011/10/11 14:55:21 +0000","","","116","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0008.jpg","circle","blue","square","green","shape","color","2","1","3","square","green","solid","circle","green","solid","circle","blue","solid","","1","2","1"
"2I7C6SK9RJ857SOZAMDAGPMOI144S6","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:38 GMT 2011","1","","600","604800","Sun Oct 23 23:47:38 GMT 2011","959","","24VK4F0OHOVRKXOXGTTLF2HGDVT23J","A1JH9GJJ7ECWVE","Approved","Wed Oct 05 23:10:53 GMT 2011","Wed Oct 05 23:11:50 GMT 2011","Wed Oct 12 23:11:50 GMT 2011","2011/10/12 23:15:09 +0000","","","57","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0009.jpg","green","circle","blue","square","color","shape","2","1","3","square","green","solid","square","blue","solid","circle","green","solid","40","60","2","1"
"2P09NZW6HEZ677AQSCK8C9GUGDZOYD","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","165","","2OJ9Y8TNKIMZBFBKBMJ2UM0RJVI9WD","A2ANHTZTJWZCG1","Approved","Thu Oct 13 02:10:37 GMT 2011","Thu Oct 13 02:13:12 GMT 2011","Wed Oct 19 19:13:12 PDT 2011","Mon Oct 17 10:10:33 PDT 2011","","","155","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0010.jpg","green","striped","blue","dotted","color","pattern","3","3","1","cloud","green","striped","cloud","green","striped","cloud","green","striped","50","50","3","3"
"2BFFCD45XCET66YNPP9N9TGPYB8ZXK","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","142","","2JPBNVP3TVOKONLJ16P7WEO1I02301","A52573POPB3KP","Approved","Thu Oct 13 10:22:53 GMT 2011","Thu Oct 13 10:23:31 GMT 2011","Thu Oct 20 03:23:31 PDT 2011","Mon Oct 17 10:09:53 PDT 2011","","","38","100% (2/2)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0011.jpg","green","circle","blue","square","color","shape","3","3","1","circle","green","solid","circle","green","solid","circle","green","solid","50","50","3","3"
"2F8S1CSTMOFXA6Y4EHSE4DNXDQKORB","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:39 GMT 2011","1","","600","604800","Sun Oct 23 23:47:39 GMT 2011","1395","","276RSQV66RLP0BZ3D0NA1KI83A8C45","ABEK9XMDEKHMF","Approved","Tue Oct 04 03:52:30 GMT 2011","Tue Oct 04 03:58:07 GMT 2011","Tue Oct 11 03:58:07 GMT 2011","2011/10/11 04:00:01 +0000","","","337","100% (4/4)","100% (4/4)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0010.jpg","circle","dotted","square","striped","shape","pattern","2","1","2","square","red","striped","circle","red","dotted","circle","red","striped","20","80","2","1"
"2ALDHJHP4BDD39AY4WJXFX3GXG5X46","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:39 GMT 2011","1","","600","604800","Sun Oct 23 23:47:39 GMT 2011","1361","","2YP7H57DZKPFXXKG9M4M85LAJYU2CL","A7B1P9LJT7CWV","Approved","Tue Oct 04 09:17:21 GMT 2011","Tue Oct 04 09:19:59 GMT 2011","Tue Oct 11 09:19:59 GMT 2011","2011/10/11 09:25:08 +0000","","","158","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0011.jpg","dotted","blue","striped","green","pattern","color","2","1","3","cloud","green","dotted","cloud","green","striped","cloud","blue","dotted","40","60","2","1"
"25KGMMEGOOGQB5S6EF12YEIUO5YBBH","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:39 GMT 2011","1","","600","604800","Sun Oct 23 23:47:39 GMT 2011","556","","22RVXX2Q45UU3JUYCS9W7NSAQZD9RL","A2UNQAI5MDCKYG","Rejected","Sun Oct 09 19:53:02 GMT 2011","Sun Oct 09 19:53:44 GMT 2011","Sun Oct 16 12:53:44 PDT 2011","","Thu Oct 13 11:34:07 PDT 2011","The instructions clearly state to do only one ""Communication Game"" HIT. Since you completed the HIT multiple times, I have to reject your submission.","42","6% (2/35)","3% (1/34)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0012.jpg","circle","dotted","square","striped","shape","pattern","2","1","2","circle","red","striped","circle","red","dotted","square","red","striped","20","80","2","1"
"25KGMMEGOOGQB5S6EF12YEIUO5YBBH","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:39 GMT 2011","1","","600","604800","Sun Oct 23 23:47:39 GMT 2011","556","","2C2C9KSSZVXXLJA5QZBQUYGPLOBL36","A3QZA0YQ1Y19A","Submitted","Tue Oct 18 00:29:25 GMT 2011","Tue Oct 18 00:30:29 GMT 2011","Mon Oct 24 17:30:29 PDT 2011","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0012.jpg","circle","dotted","square","striped","shape","pattern","2","1","2","circle","red","striped","circle","red","dotted","square","red","striped","25","75","2","1"
"25KGMMEGOOGQB5S6EF12YEIUO5YBBH","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:39 GMT 2011","1","","600","604800","Sun Oct 23 23:47:39 GMT 2011","556","","2QCCCVLL3CA3MFNALVVCFNQWAL38Y1","A1CKCG43D04M4A","Rejected","Mon Oct 17 02:09:21 GMT 2011","Mon Oct 17 02:10:53 GMT 2011","Sun Oct 23 19:10:53 PDT 2011","","Mon Oct 17 10:09:12 PDT 2011","The instructions clearly state to do only one ""Communication Game"" HIT. Since you completed the HIT multiple times, I have to reject your submission.","92","0% (0/2)","0% (0/2)","0% (0/2)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0012.jpg","circle","dotted","square","striped","shape","pattern","2","1","2","circle","red","striped","circle","red","dotted","square","red","striped","95","5","2","1"
"2UY67D1X3V0F3TIOG7AE7M7PEV8CJB","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:39 GMT 2011","1","","600","604800","Sun Oct 23 23:47:39 GMT 2011","1240","","26Y18N46UXFCWXBX8JKNJSNVL9FQS6","AEOTWJK39N6Z7","Approved","Tue Oct 04 18:48:04 GMT 2011","Tue Oct 04 18:49:37 GMT 2011","Tue Oct 11 18:49:37 GMT 2011","2011/10/11 19:32:27 +0000","","","93","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond5-img0013.jpg","striped","square","dotted","circle","pattern","shape","2","1","1","square","red","striped","circle","red","striped","circle","red","dotted","10","90","2","1"
"2IBHV8ER9Y8T6DOMVXD5QFHSWZKR44","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:47:49 GMT 2011","1","","600","604800","Sun Oct 23 23:47:49 GMT 2011","1209","","2DYXBAT2D5NQHGBFZVRJM5T0NF026G","A7J2Q7W8SRTC0","Approved","Tue Oct 04 21:20:39 GMT 2011","Tue Oct 04 21:21:49 GMT 2011","Tue Oct 11 21:21:49 GMT 2011","2011/10/11 21:26:59 +0000","","","70","100% (3/3)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type3-03-Oct-2011-03-Oct-2011-cond1-img0012.jpg","striped","blue","dotted","green","pattern","color","3","3","3","cloud","blue","striped","cloud","blue","striped","cloud","blue","striped","50","50","3","3"
