"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img","Input.adj1","Input.adj2","Input.adj1not","Input.adj2not","Input.feature1","Input.feature2","Input.num_objs1","Input.num_objs2","Input.position","Input.obj1shape","Input.obj1color","Input.obj1pattern","Input.obj2shape","Input.obj2color","Input.obj2pattern","Input.obj3shape","Input.obj3color","Input.obj3pattern","Answer.answer1","Answer.answer2","Answer.obj1val","Answer.obj2val","Answer.obj3val","Approve","Reject"
"2C18EBDPGFL6E5VWVEINJWIOR1AH21","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","104","","2S0IUB2YU98J0LZL78C0LBJBOPSL9F","A33P59VFDXE1JN","Submitted","Sun Oct 30 16:28:44 GMT 2011","Sun Oct 30 16:30:08 GMT 2011","Sun Nov 06 08:30:08 PST 2011","","","","84","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0011.jpg","dotted","square","striped","circle","pattern","shape","2","1","3","circle","red","dotted","circle","red","striped","square","red","dotted","2","1","25","25","50"
"2EXB0HFL42J14RB87CT7S0IGBKZ0L7","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","79","","25OAVKI62NJQLUD2VE0QN6BMREMKSY","A388VLUEWEM0SL","Approved","Sun Oct 30 21:03:29 GMT 2011","Sun Oct 30 21:04:15 GMT 2011","Sun Nov 06 21:04:15 GMT 2011","2011/11/06 21:05:30 +0000","","","46","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0012.jpg","green","square","blue","circle","color","shape","2","1","1","square","green","solid","circle","green","solid","circle","blue","solid","2","1","25","25","50"
"2YQ8MQU6L5OBE5O1N2O4GIJF3GCDW6","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","71","","2OGZFYQS1CST5HLXNIJ4OC1G4GUKN4","AXM6M0SCTLIQU","Approved","Sun Oct 30 23:24:58 GMT 2011","Sun Oct 30 23:25:13 GMT 2011","Sun Nov 06 23:25:13 GMT 2011","2011/11/06 23:30:00 +0000","","","15","100% (2/2)","100% (2/2)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0013.jpg","blue","square","green","circle","color","shape","2","1","2","circle","blue","solid","square","blue","solid","circle","green","solid","2","b","","100",""
"22QI9NZW6HEZPHK4M1YTE69GQMJXN0","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","229","","2MYSK9RJ85OZ1SKHIF1PSOOSA8A6U1","AWZM6D6B6NLSR","Approved","Sat Oct 29 03:26:52 GMT 2011","Sat Oct 29 03:28:28 GMT 2011","Sat Nov 05 03:28:28 GMT 2011","2011/11/05 03:30:31 +0000","","","96","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0014.jpg","blue","dotted","green","striped","color","pattern","2","1","3","cloud","blue","striped","cloud","green","striped","cloud","blue","dotted","2","1","33","33","34"
"2RIRYNJ92NJK5TBBIOKUNYW2CT7B6W","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","0","","20Q2RCJK63ZVXWNRWPLIGQ9LRLUW7N","A9I1MSJJDI4QJ","Submitted","Tue Nov 01 20:44:43 GMT 2011","Tue Nov 01 20:47:10 GMT 2011","Tue Nov 08 12:47:10 PST 2011","","","","147","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0015.jpg","dotted","square","striped","circle","pattern","shape","2","1","3","circle","red","dotted","circle","red","striped","square","red","dotted","2","1","15","80","5"
"23I5BMJTUHYWL9ZP5W17Y5WMX6RMHX","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","158","","2DN0FK0COK2JXUS7LPB9RRW8TXDJQC","AVLJQ1HQ61JLS","Approved","Sat Oct 29 23:05:10 GMT 2011","Sat Oct 29 23:06:12 GMT 2011","Sat Nov 05 23:06:12 GMT 2011","2011/11/05 23:10:18 +0000","","","62","100% (2/2)","100% (2/2)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0016.jpg","striped","green","dotted","blue","pattern","color","2","1","2","cloud","blue","striped","cloud","green","striped","cloud","blue","dotted","2","1","34","33","33"
"2ECYT3DHJHP4U6JKC9P8XSX9T3YU1Y","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","146","","2HOGKCCVLL3CTW9MDFGQAC9PVSIW6V","A34NJTSB59C9MN","Approved","Sun Oct 30 01:40:53 GMT 2011","Sun Oct 30 01:42:02 GMT 2011","Sun Nov 06 01:42:02 GMT 2011","2011/11/06 01:45:09 +0000","","","69","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0017.jpg","dotted","blue","striped","green","pattern","color","2","1","3","cloud","green","striped","cloud","green","dotted","cloud","blue","dotted","2","1","33","33","34"
"2QQD8J3VE7WSBMTY8LUMIK8AP2DZJW","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","250","","2T9STLB3L0FB22OO7O5JXEVGAJKVJY","A1QJRXVTFIHHWK","Approved","Fri Oct 28 23:19:16 GMT 2011","Fri Oct 28 23:20:44 GMT 2011","Fri Nov 04 23:20:44 GMT 2011","2011/11/04 23:25:26 +0000","","","88","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0018.jpg","square","blue","circle","green","shape","color","2","1","2","square","green","solid","square","blue","solid","circle","green","solid","2","1","30","40","30"
"2DKGTP9RA7S5FF7653JOL70JIH3WRV","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","170","","25B8EBDPGFL6E5VWVEINJWIQ0YLH2F","A10FJLCXG9XM8Q","Approved","Sat Oct 29 20:21:34 GMT 2011","Sat Oct 29 20:23:23 GMT 2011","Sat Nov 05 20:23:23 GMT 2011","2011/11/05 20:25:33 +0000","","","109","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0019.jpg","striped","circle","dotted","square","pattern","shape","2","1","3","square","red","dotted","square","red","striped","circle","red","striped","2","15","50","25","25"
"2X7GSNTL0XULA9TT7OUMSDX5BPP0M9","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","286","","20K1CSTMOFXRWLAI865YJNXLKE7PSY","A127HRHJXPRYB2","Submitted","Fri Oct 28 18:18:45 GMT 2011","Fri Oct 28 18:20:14 GMT 2011","Fri Nov 04 11:20:14 PDT 2011","","","","89","67% (2/3)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0020.jpg","blue","dotted","green","striped","color","pattern","2","1","1","cloud","blue","dotted","cloud","green","striped","cloud","blue","striped","2","0","20","60","20"
"2AKD5NQYN5F39TPG1YPMTCWY74RB7V","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","19","","2S1NZW6HEZ6OXXWW3YZ6FGUO89KZPN","A1SDOKPYFZQAP7","Approved","Mon Oct 31 22:06:59 GMT 2011","Mon Oct 31 22:08:30 GMT 2011","Mon Nov 07 22:08:30 GMT 2011","2011/11/07 22:10:12 +0000","","","91","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0021.jpg","blue","square","green","circle","color","shape","2","1","1","square","blue","solid","circle","blue","solid","circle","green","solid","2","1","25","5","70"
"2929RJ85OZIZXASA6UDOUQ5ESPF8WV","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","108","","27ZH57DZKPFEN7MDDID2BL8KFOAD34","A17B7QTKWFQ5PQ","Submitted","Sun Oct 30 14:58:08 GMT 2011","Sun Oct 30 14:58:57 GMT 2011","Sun Nov 06 06:58:57 PST 2011","","","","49","100% (4/4)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0022.jpg","green","circle","blue","square","color","shape","2","1","3","square","green","solid","square","blue","solid","circle","green","solid","2","1","25","45","30"
"27IONNVRH1KH72KGNGY6TV9LGWOXOF","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","179","","2JQ8TNKIMZSMODLHO7FM6PGXK0OYBA","A2U9SIYLHJ278K","Approved","Sat Oct 29 17:18:59 GMT 2011","Sat Oct 29 17:20:44 GMT 2011","Sat Nov 05 17:20:44 GMT 2011","2011/11/05 17:25:05 +0000","","","105","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0023.jpg","dotted","green","striped","blue","pattern","color","2","1","1","cloud","green","dotted","cloud","blue","dotted","cloud","blue","striped","28","15","30","35","35"
"27IJG5TYMNCWH4A9BEJSYHX1XJ6MIQ","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","173","","2BWIXKO2L92HX52A22UYUCCH59DED0","A34ZUVAQXSJNO1","Submitted","Sat Oct 29 19:14:33 GMT 2011","Sat Oct 29 19:15:39 GMT 2011","Sat Nov 05 12:15:39 PDT 2011","","","","66","100% (5/5)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0024.jpg","green","striped","blue","dotted","color","pattern","2","1","1","cloud","green","striped","cloud","green","dotted","cloud","blue","dotted","2","1","33","33","34"
"2NCFBNFSVGULYWF5O1XNM1FSZNGK6P","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","92","","2P30HFL42J1LHYEB37YM6IGHQJV1MR","A27908CDDJUYL2","Submitted","Sun Oct 30 19:27:42 GMT 2011","Sun Oct 30 19:28:38 GMT 2011","Sun Nov 06 11:28:38 PST 2011","","","","56","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0025.jpg","striped","green","dotted","blue","pattern","color","2","1","2","cloud","blue","striped","cloud","green","striped","cloud","blue","dotted","2","1","25","25","50"
"2C6K5UFJ51Y797UZB3HS7CSTIOXB8I","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","98","","297YQS1CSTMOYQXDO99C7EYFTYAMPN","A1KCRYCS2MI471","Submitted","Sun Oct 30 17:30:44 GMT 2011","Sun Oct 30 17:31:46 GMT 2011","Sun Nov 06 09:31:46 PST 2011","","","","62","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0026.jpg","blue","dotted","green","striped","color","pattern","2","1","1","cloud","blue","dotted","cloud","blue","striped","cloud","green","striped","2","1","50","25","25"
"2P3Z6R70G5R9R6EJZ0572SSTJYUP96","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Fri Oct 28 17:22:34 GMT 2011","1","","600","604800","Mon Nov 07 17:22:34 GMT 2011","87","","2S1NZW6HEZ6OXXWW3YZ6FGUO83LPZ2","A38XD7XKODMQO9","Submitted","Sun Oct 30 19:52:13 GMT 2011","Sun Oct 30 19:52:31 GMT 2011","Sun Nov 06 11:52:31 PST 2011","","","","18","100% (2/2)","100% (2/2)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type2-03-Oct-2011-03-Oct-2011-cond5-img0027.jpg","square","blue","circle","green","shape","color","2","1","2","circle","green","solid","square","blue","solid","square","green","solid","2","1","33","34","33"
