"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img","Input.adj1","Input.adj2","Input.adj1not","Input.adj2not","Input.feature1","Input.feature2","Input.num_objs1","Input.num_objs2","Input.position","Input.obj1shape","Input.obj1color","Input.obj1pattern","Input.obj2shape","Input.obj2color","Input.obj2pattern","Input.obj3shape","Input.obj3color","Input.obj3pattern","Answer.adj1notval","Answer.adj1val","Answer.adj2notval","Answer.adj2val","Answer.answer1","Answer.answer2","Approve","Reject"
"2DDOX7H57DZK88K4AL4HJM25FJH0AQ","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:44 GMT 2011","1","","600","604800","Sun Oct 23 23:49:44 GMT 2011","408","","2MHWZ9RNDWIOEUY7OSUDZGU35M1TED","A173O8E5GQ0DRH","Approved","Tue Oct 11 01:13:47 GMT 2011","Tue Oct 11 01:14:40 GMT 2011","Mon Oct 17 18:14:40 PDT 2011","Mon Oct 17 10:15:26 PDT 2011","","","53","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond5-img0007.jpg","square","green","circle","blue","shape","color","2","1","2","square","blue","solid","square","green","solid","circle","blue","solid","10","40","40","10","2","1"
"230KMN9U8P9YM1ZWS293YUYIGBHUDO","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:51 GMT 2011","1","","600","604800","Sun Oct 23 23:49:51 GMT 2011","883","","2UMDD8XMB3Q3SS6B2ZKOCT4GXVMFQ2","AA1ZL9JIA33K2","Approved","Thu Oct 06 17:51:16 GMT 2011","Thu Oct 06 17:52:10 GMT 2011","Thu Oct 13 17:52:10 GMT 2011","2011/10/13 18:01:27 +0000","","","54","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond1-img0005.jpg","blue","striped","green","dotted","color","pattern","3","3","1","cloud","blue","striped","cloud","blue","striped","cloud","blue","striped","0","50","0","50","3","3"
"24NF3Q0JG5TY5GIWUGV9L9SSMSVEIT","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:51 GMT 2011","1","","600","604800","Sun Oct 23 23:49:51 GMT 2011","213","","2RQ5PQJQ9OPL4QI7QRIXM8KEQW8Y02","A3FYWUZK52IC2J","Approved","Wed Oct 12 16:52:08 GMT 2011","Wed Oct 12 16:54:38 GMT 2011","Wed Oct 19 09:54:38 PDT 2011","Mon Oct 17 10:15:25 PDT 2011","","","150","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond1-img0006.jpg","dotted","blue","striped","green","pattern","color","3","3","3","cloud","blue","dotted","cloud","blue","dotted","cloud","blue","dotted","0","25","0","75","3","46"
"2P0UB2YU98JHBMRBZQRFHJ9IIMIAMB","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:44 GMT 2011","1","","600","604800","Sun Oct 23 23:49:44 GMT 2011","363","","2UWF0OHOVR141QQOYQ02NECYCXB45N","A1Z1OWGVK37Z8W","Approved","Tue Oct 11 12:51:50 GMT 2011","Tue Oct 11 12:52:53 GMT 2011","Tue Oct 18 05:52:53 PDT 2011","Mon Oct 17 10:15:16 PDT 2011","","","63","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond5-img0008.jpg","square","dotted","circle","striped","shape","pattern","2","1","3","square","red","striped","circle","red","striped","square","red","dotted","10","25","40","25","2","1"
"2B3F395SW6NGK8Y3J3EJHYF19ARFTU","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:51 GMT 2011","1","","600","604800","Sun Oct 23 23:49:51 GMT 2011","798","","2EAXKO2L92HEVPG6T8POICF2EWMFEM","A18FPZ8QDPASDA","Approved","Fri Oct 07 05:23:09 GMT 2011","Fri Oct 07 05:25:45 GMT 2011","Fri Oct 14 05:25:45 GMT 2011","2011/10/14 05:30:08 +0000","","","156","100% (2/2)","100% (2/2)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond1-img0007.jpg","striped","circle","dotted","square","pattern","shape","3","3","1","circle","red","striped","circle","red","striped","circle","red","striped","55","20","0","25","3","3"
"2VTDPGFL6VCPFSFRJINIUV1S13M5KV","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:44 GMT 2011","1","","600","604800","Sun Oct 23 23:49:44 GMT 2011","353","","28IS1CSTMOFXA6Y4EHSE4DNZL6FROD","A3UW8UVCR3OIA0","Approved","Tue Oct 11 14:45:10 GMT 2011","Tue Oct 11 14:46:30 GMT 2011","Tue Oct 18 07:46:30 PDT 2011","Mon Oct 17 10:13:49 PDT 2011","","","80","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond5-img0009.jpg","circle","blue","square","green","shape","color","2","1","2","square","green","solid","circle","blue","solid","circle","green","solid","15","35","35","15","2","1"
"2GXYQS1CSTMOYQXDO99C7EYDH8HPM5","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:51 GMT 2011","1","","600","604800","Sun Oct 23 23:49:51 GMT 2011","500","","2FFQYN5F3Q0JZYZYIS3W4B4BHT9AEU","A3CFEWXOJCWJ46","Approved","Mon Oct 10 04:18:55 GMT 2011","Mon Oct 10 04:19:39 GMT 2011","Mon Oct 17 04:19:39 GMT 2011","2011/10/17 04:20:02 +0000","","","44","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond1-img0008.jpg","green","square","blue","circle","color","shape","3","3","3","square","green","solid","square","green","solid","square","green","solid","0","50","0","50","3","3"
"2IMIXKO2L92HX52A22UYUCCFUNNEDR","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:44 GMT 2011","1","","600","604800","Sun Oct 23 23:49:44 GMT 2011","1070","","2QQQ4J3NAB6BYFLFK3PIZ1TLG8WERQ","AZVV5YIR86C8Q","Approved","Wed Oct 05 07:42:25 GMT 2011","Wed Oct 05 07:43:09 GMT 2011","Wed Oct 12 07:43:09 GMT 2011","2011/10/12 07:45:00 +0000","","","44","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond5-img0010.jpg","striped","circle","dotted","square","pattern","shape","2","1","1","circle","red","striped","square","red","striped","square","red","dotted","70","5","10","15","2","2"
"2YWCWA6X3YOCV86CLABXVTINCTWNON","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:51 GMT 2011","1","","600","604800","Sun Oct 23 23:49:51 GMT 2011","409","","277B0HFL42J14RB87CT7S0IIH880LY","A1OBS22NYV3ZUW","Approved","Tue Oct 11 01:21:50 GMT 2011","Tue Oct 11 01:23:16 GMT 2011","Mon Oct 17 18:23:16 PDT 2011","Mon Oct 17 10:15:18 PDT 2011","","","86","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond1-img0009.jpg","square","dotted","circle","striped","shape","pattern","3","3","3","square","red","dotted","square","red","dotted","square","red","dotted","25","25","25","25","3","3"
"25UCF0CP5KXPCBTIE2PGAPM7H94XWS","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:51 GMT 2011","1","","600","604800","Sun Oct 23 23:49:51 GMT 2011","1063","","2SMB2YU98JHSCEH3H56BP9IQCE3BN8","A25YNW27A3DFRT","Approved","Wed Oct 05 10:00:33 GMT 2011","Wed Oct 05 10:01:49 GMT 2011","Wed Oct 12 10:01:49 GMT 2011","2011/10/12 10:05:00 +0000","","","76","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond1-img0010.jpg","blue","circle","green","square","color","shape","3","3","3","circle","blue","solid","circle","blue","solid","circle","blue","solid","0","80","0","20","3","3"
"2I2274J79KQWPUEN0BLXLCD4Z8BIGF","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:44 GMT 2011","1","","600","604800","Sun Oct 23 23:49:44 GMT 2011","884","","20I7Q67051QKVGX1YYHC7XMIK3HEYF","A5BHL4705OHAA","Approved","Thu Oct 06 17:04:05 GMT 2011","Thu Oct 06 17:05:22 GMT 2011","Thu Oct 13 17:05:22 GMT 2011","2011/10/13 17:11:18 +0000","","","77","100% (2/2)","100% (2/2)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond5-img0011.jpg","dotted","square","striped","circle","pattern","shape","2","1","3","circle","red","striped","circle","red","dotted","square","red","dotted","10","40","40","10","2","1"
"21UJ011K274JQ2QQSBS8T46URQBDBR","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:51 GMT 2011","1","","600","604800","Sun Oct 23 23:49:51 GMT 2011","203","","2C21QP6AUC26W9C796O310FM2AT18E","AQ34Z6RXSEGK5","Approved","Wed Oct 12 18:38:07 GMT 2011","Wed Oct 12 18:39:55 GMT 2011","Wed Oct 19 11:39:55 PDT 2011","Mon Oct 17 10:13:51 PDT 2011","","","108","100% (2/2)","100% (2/2)","100% (2/2)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond1-img0011.jpg","square","striped","circle","dotted","shape","pattern","3","3","3","square","red","striped","square","red","striped","square","red","striped","0","50","0","50","3","39"
"23H9O9Z6KW4Z535HDWILLQ0OHYUD4L","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:44 GMT 2011","1","","600","604800","Sun Oct 23 23:49:44 GMT 2011","666","","2NRXR24SMEZZLFOKIS0UEP905MR1IB","A32WHG9QOHBMHS","Approved","Sat Oct 08 20:05:36 GMT 2011","Sat Oct 08 20:08:08 GMT 2011","Sat Oct 15 20:08:08 GMT 2011","2011/10/15 20:10:18 +0000","","","152","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond5-img0012.jpg","green","circle","blue","square","color","shape","2","1","2","square","blue","solid","circle","green","solid","square","green","solid","15","35","35","15","2","1"
"2I3Y58B727M019LKDIS64FSV9FUAVS","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:51 GMT 2011","1","","600","604800","Sun Oct 23 23:49:51 GMT 2011","743","","2YC5UFJ51Y7QXH5FUVJ1ISTOQQBC93","A1K4V1J7WTTM5F","Approved","Fri Oct 07 22:34:32 GMT 2011","Fri Oct 07 22:35:19 GMT 2011","Fri Oct 14 22:35:19 GMT 2011","2011/10/14 22:40:44 +0000","","","47","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond1-img0012.jpg","striped","blue","dotted","green","pattern","color","3","3","1","cloud","blue","striped","cloud","blue","striped","cloud","blue","striped","0","40","0","60","3","3"
"2A3B3L0FBJ9I74PEFW5VK5RPLDKMYW","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:44 GMT 2011","1","","600","604800","Sun Oct 23 23:49:44 GMT 2011","780","","2N5P8PJWKUDDRQSBZVU950B8W1C8JS","A2E6QLLJKLWFU4","Approved","Fri Oct 07 14:00:02 GMT 2011","Fri Oct 07 14:01:17 GMT 2011","Fri Oct 14 14:01:17 GMT 2011","2011/10/14 14:05:11 +0000","","","75","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond5-img0013.jpg","square","striped","circle","dotted","shape","pattern","2","1","2","circle","red","dotted","square","red","striped","square","red","dotted","5","5","15","75","2","1"
"25Z1XERSQV66AEVHEYUH1WAVET491M","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:44 GMT 2011","1","","600","604800","Sun Oct 23 23:49:44 GMT 2011","987","","2BNP9746OQ1S6JW7MBY0B1QMDLMM2T","A28G0U1M3I8GHE","Approved","Wed Oct 05 20:02:19 GMT 2011","Wed Oct 05 20:03:08 GMT 2011","Wed Oct 12 20:03:08 GMT 2011","2011/10/12 20:05:08 +0000","","","49","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond5-img0014.jpg","blue","striped","green","dotted","color","pattern","2","1","1","cloud","blue","striped","cloud","green","dotted","cloud","blue","dotted","25","25","25","25","2","1"
"2S5FSVGULF39OL26JLSFY3NYHU9N98","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:49:51 GMT 2011","1","","600","604800","Sun Oct 23 23:49:51 GMT 2011","689","","28SLWSBRI8IUUV4U5DAHYTLD5YXE2T","A1WRWTDNOT7FA7","Approved","Sat Oct 08 12:19:42 GMT 2011","Sat Oct 08 12:24:36 GMT 2011","Sat Oct 15 12:24:36 GMT 2011","2011/10/15 12:25:00 +0000","","","294","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type4-03-Oct-2011-03-Oct-2011-cond1-img0013.jpg","dotted","square","striped","circle","pattern","shape","3","3","3","square","red","dotted","square","red","dotted","square","red","dotted","","80","","20","33","9"
