"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img","Input.adj1","Input.adj2","Input.adj1not","Input.adj2not","Input.feature1","Input.feature2","Input.num_objs1","Input.num_objs2","Input.position","Input.obj1shape","Input.obj1color","Input.obj1pattern","Input.obj2shape","Input.obj2color","Input.obj2pattern","Input.obj3shape","Input.obj3color","Input.obj3pattern","Answer.adj1val","Answer.adj2val","Answer.answer1","Answer.answer2","Approve","Reject"
"2BQY1THV8ER9H1ZNGNDZYM5K9SLO1A","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:37 GMT 2011","1","","600","604800","Sun Oct 23 23:06:37 GMT 2011","1351","","2CFJQ2172Z999ACBGQ3VKBU3487ZR7","A1H19NLX1AA59R","Approved","Tue Oct 04 12:03:48 GMT 2011","Tue Oct 04 12:05:04 GMT 2011","Tue Oct 11 12:05:04 GMT 2011","2011/10/11 12:10:44 +0000","","","76","100% (3/3)","100% (3/3)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond5-img0007.jpg","striped","blue","dotted","green","pattern","color","2","1","3","cloud","green","dotted","cloud","green","striped","cloud","blue","striped","75","25","10","1"
"2LW6AUBXHWSHQ8R9502Z2DRLRG33ZK","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:43 GMT 2011","1","","600","604800","Sun Oct 23 23:06:43 GMT 2011","1068","","2DFAB6BFMFFOHROTXYAFJGEUDV8WJX","A2DJ9U6B5VQA9U","Approved","Wed Oct 05 07:51:21 GMT 2011","Wed Oct 05 07:53:26 GMT 2011","Wed Oct 12 07:53:26 GMT 2011","2011/10/12 07:55:00 +0000","","","125","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0005.jpg","square","striped","circle","dotted","shape","pattern","3","3","1","square","red","striped","square","red","striped","square","red","striped","50","50","4","3"
"2P546UXFCD45G5KTJIJNZKINX49TVQ","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","1288","","28XPQJQ9OPLLG5DUIWOGEKCQ0BH1ZJ","A3726B8Y0P4Y1","Approved","Tue Oct 04 16:20:41 GMT 2011","Tue Oct 04 16:21:01 GMT 2011","Tue Oct 11 16:21:01 GMT 2011","2011/10/11 16:25:26 +0000","","","20","20% (2/10)","20% (2/10)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0006.jpg","striped","green","dotted","blue","pattern","color","3","3","3","cloud","green","striped","cloud","green","striped","cloud","green","striped","50","50","3","3"
"2N2W4ZMAZHHRAELQWTEN1RH1ESHJAA","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","864","","27P2Q45UUKQOH9TIS6ESEOG234LUCY","A2H3LWAJ5PBMP5","Approved","Thu Oct 06 19:26:53 GMT 2011","Thu Oct 06 19:28:21 GMT 2011","Thu Oct 13 19:28:21 GMT 2011","2011/10/13 19:30:43 +0000","","","88","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0007.jpg","dotted","circle","striped","square","pattern","shape","3","3","1","circle","red","dotted","circle","red","dotted","circle","red","dotted","50","50","3","45"
"26XE4EGDHDM2OEEI5SQWCHEZ0Z7LB9","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Thu Oct 13 23:06:44 GMT 2011","597","","2LFFSVGULF39OL26JLSFY3N0O41N9R","A2MMZJZQB0KE3N","Approved","Mon Oct 03 23:15:19 GMT 2011","Mon Oct 03 23:16:54 GMT 2011","Mon Oct 10 23:16:54 GMT 2011","2011/10/10 23:20:04 +0000","","","95","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0008.jpg","blue","square","green","circle","color","shape","3","3","3","square","blue","solid","square","blue","solid","square","blue","solid","30","70","3","3"
"27ZM8JIA0RYN228NFPD0BBMJN5A50J","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","838","","2VHHIT3HVWAV3BC2JOH27721BEJLDC","A3JNNX7MT0XPEW","Approved","Thu Oct 06 21:49:13 GMT 2011","Thu Oct 06 21:51:01 GMT 2011","Thu Oct 13 21:51:01 GMT 2011","2011/10/13 21:55:18 +0000","","","108","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0009.jpg","circle","green","square","blue","shape","color","3","3","3","circle","green","solid","circle","green","solid","circle","green","solid","75","25","",""
"2Q69Z6KW4ZMAIANRNQ6Q6ONNP2B6F5","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","1024","","26CUDD8XMB3QM2507BLTU6T6FRKEPC","A246BE7V67KPBB","Approved","Wed Oct 05 15:06:06 GMT 2011","Wed Oct 05 15:06:42 GMT 2011","Wed Oct 12 15:06:42 GMT 2011","2011/10/12 15:10:02 +0000","","","36","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0010.jpg","striped","square","dotted","circle","pattern","shape","3","3","2","square","red","striped","square","red","striped","square","red","striped","20","80","3","3"
"22GHVI44OS2K4NEDJJQSHAP55CTZ55","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","1277","","2T6NLVWJ5OPBJR1GVDPM2B7GQZIU26","A3KQ0U92YLA4Y5","Approved","Tue Oct 04 16:42:01 GMT 2011","Tue Oct 04 16:43:28 GMT 2011","Tue Oct 11 16:43:28 GMT 2011","2011/10/11 16:46:25 +0000","","","87","100% (2/2)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0011.jpg","striped","square","dotted","circle","pattern","shape","3","3","2","square","red","striped","square","red","striped","square","red","striped","50","50","3","3"
"2BQLZ6R70G5RS1J8F8MEDWSSNYRO8U","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","1335","","2CQU98JHSTLBME6F7O0IUBJGKG7QE2","AM7FYVGVOEP66","Approved","Tue Oct 04 13:29:59 GMT 2011","Tue Oct 04 13:30:19 GMT 2011","Tue Oct 11 13:30:19 GMT 2011","2011/10/11 13:35:37 +0000","","","20","100% (2/2)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0012.jpg","striped","square","dotted","circle","pattern","shape","3","3","2","square","red","striped","square","red","striped","square","red","striped","30","70","3","3"
"2XVHDM25L8I96S26DJQ6UE4QQIMGQA","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","188","","2JQ8TNKIMZSMODLHO7FM6PGXH1CYBX","AD7QAAAERO9NO","Rejected","Wed Oct 12 20:59:02 GMT 2011","Wed Oct 12 20:59:36 GMT 2011","Wed Oct 19 13:59:36 PDT 2011","","Thu Oct 13 11:23:57 PDT 2011","The instructions clearly state to do only one ""Communication Game"" HIT. Since you completed the HIT multiple times, I have to reject your submission.","34","0% (0/4)","0% (0/4)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0013.jpg","dotted","square","striped","circle","pattern","shape","3","3","3","square","red","dotted","square","red","dotted","square","red","dotted","100","","3","3"
"2XVHDM25L8I96S26DJQ6UE4QQIMGQA","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","188","","2JQ8TNKIMZSMODLHO7FM6PGXIVBYBL","AQIU0OW569G91","Submitted","Tue Oct 18 03:05:20 GMT 2011","Tue Oct 18 03:07:05 GMT 2011","Mon Oct 24 20:07:05 PDT 2011","","","","105","0% (0/0)","0% (0/0)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0013.jpg","dotted","square","striped","circle","pattern","shape","3","3","3","square","red","dotted","square","red","dotted","square","red","dotted","80","20","39","4"
"2N9LPHIT3HVWTOQI27EJW217WA2JB5","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","1014","","273NVP3TVOK5D8P5X3YQKOZHZMP14U","A16FKMLUR307US","Approved","Wed Oct 05 15:42:49 GMT 2011","Wed Oct 05 15:45:49 GMT 2011","Wed Oct 12 15:45:49 GMT 2011","2011/10/12 16:15:59 +0000","","","180","100% (2/2)","100% (2/2)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0014.jpg","circle","dotted","square","striped","shape","pattern","3","3","2","circle","red","dotted","circle","red","dotted","circle","red","dotted","80","20","3","3"
"2TEA6X3YOCCFJ5V5G2GTONIIR99QPO","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","1248","","25GK5UFJ51Y797UZB3HS7CSVNF1B89","A2KDCBG2V9ERXM","Approved","Tue Oct 04 18:29:13 GMT 2011","Tue Oct 04 18:30:08 GMT 2011","Tue Oct 11 18:30:08 GMT 2011","2011/10/11 19:32:27 +0000","","","55","100% (3/3)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0015.jpg","green","dotted","blue","striped","color","pattern","3","3","2","cloud","green","dotted","cloud","green","dotted","cloud","green","dotted","50","50","3","3"
"2RHHHRRLFQ0O6G1RD6BHU9EGLMZPGR","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:45 GMT 2011","1","","600","604800","Sun Oct 23 23:06:45 GMT 2011","1278","","297YQS1CSTMOYQXDO99C7EYFON7PMW","A3AB48G5RAATP","Approved","Tue Oct 04 16:44:17 GMT 2011","Tue Oct 04 16:45:41 GMT 2011","Tue Oct 11 16:45:41 GMT 2011","2011/10/11 16:52:42 +0000","","","84","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0016.jpg","green","circle","blue","square","color","shape","3","3","1","circle","green","solid","circle","green","solid","circle","green","solid","40","60","3","3"
"2VU1PC6SK9RJRYUZE45HSAAPGZH2QD","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:37 GMT 2011","1","","600","604800","Sun Oct 23 23:06:37 GMT 2011","156","","2JQ8TNKIMZSMODLHO7FM6PGXI4SYBK","A18GEHKQS93GLS","Approved","Thu Oct 13 05:12:49 GMT 2011","Thu Oct 13 05:14:21 GMT 2011","Wed Oct 19 22:14:21 PDT 2011","Mon Oct 17 10:05:45 PDT 2011","","","92","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond5-img0008.jpg","dotted","square","striped","circle","pattern","shape","2","1","3","circle","red","striped","circle","red","dotted","square","red","dotted","0","100","2","1"
"2JYTP9RA7S5W5UC9UXFFD0JMBW2XS7","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:44 GMT 2011","1","","600","604800","Sun Oct 23 23:06:44 GMT 2011","1369","","20M8Y1THV8ERSRETJP9M5SM7L3U0NL","AGKK1YMJSR932","Approved","Tue Oct 04 06:30:06 GMT 2011","Tue Oct 04 06:31:11 GMT 2011","Tue Oct 11 06:31:11 GMT 2011","2011/10/11 06:36:17 +0000","","","65","100% (1/1)","100% (1/1)","0% (0/0)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond1-img0017.jpg","circle","striped","square","dotted","shape","pattern","3","3","3","circle","red","striped","circle","red","striped","circle","red","striped","","boxed circle","2","3"
"2LHMAZHHRRLF9TUNJ0IH7KHO3P9DMA","29MMOFXRDS4IVUKY9SOJLM11A89WT8","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of objects. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.10","Mon Oct 03 23:06:37 GMT 2011","1","","600","604800","Sun Oct 23 23:06:37 GMT 2011","617","","2RQ5PQJQ9OPL4QI7QRIXM8KEQHL0YN","A3TB3KKMGTQ52P","Approved","Sun Oct 09 09:44:53 GMT 2011","Sun Oct 09 09:45:30 GMT 2011","Sun Oct 16 09:45:30 GMT 2011","2011/10/16 09:49:59 +0000","","","37","100% (1/1)","100% (1/1)","100% (1/1)","http://langcog.stanford.edu/expts/simple_pragmatics/type1-03-Oct-2011-03-Oct-2011-cond5-img0009.jpg","square","blue","circle","green","shape","color","2","1","1","square","blue","solid","circle","green","solid","square","green","solid","0","100","3","1"
